a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:00:00Z;45.28;45.28;45.28;45.28;4;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:02:00Z;45.25;45.28;45.28;45.25;20;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:03:00Z;45.29;45.29;45.29;45.29;16;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:04:00Z;45.3;45.28;45.3;45.28;36;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:05:00Z;45.29;45.29;45.29;45.29;152;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:06:00Z;45.28;45.28;45.29;45.28;580;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:08:00Z;45.29;45.29;45.29;45.29;8;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:09:00Z;45.29;45.29;45.29;45.29;12;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:10:00Z;45.29;45.29;45.29;45.29;4;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:12:00Z;45.3;45.3;45.3;45.3;4;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:13:00Z;45.3;45.3;45.3;45.3;8;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:16:00Z;45.23;45.23;45.23;45.23;4;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:20:00Z;45.3;45.3;45.3;45.3;4;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:22:00Z;45.22;45.22;45.22;45.22;8;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:26:00Z;45.28;45.28;45.28;45.28;8;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:27:00Z;45.28;45.28;45.28;45.28;4;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:28:00Z;45.2;45.28;45.28;45.2;12;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:33:00Z;45.28;45.28;45.28;45.28;40;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:35:00Z;45.28;45.28;45.28;45.28;12;
a9eb4238-eba9-488c-b102-b6140fd08e38;2019-03-13T07:36:00Z;45.28;45.28;45.28;45.28;4;
